0,1,2,3,4,5,6,7,8,9,10,11,12
0.5292788307710208,0.35883564710436755,0.6329635414599022,0.2327593804278659,0.11531530734336076,0.40489087416192815,0.8166045885129063,0.4871001116827693,0.2430053973430157,0.667836755822653,0.4788397987305462,0.43730757989779206,0.0
0.5605810344866164,0.3239048210241193,0.6324885249985969,0.24768104567543733,0.1282333927261028,0.43683708353121886,0.7797810018833599,0.48450944723488265,0.22757013596825776,0.6187058882612072,0.5137137239245785,0.45224008921198905,0.0
0.5616429528759731,0.32213146812330384,0.6445959690678043,0.2704073879001484,0.15016910821724982,0.45209780036881586,0.7716941631858202,0.467482228816973,0.19704850610862468,0.5932506544730156,0.5409776095646959,0.47034495869972953,0.0
0.6270415526473003,0.32269441198480375,0.6862406759196771,0.28634983022901905,0.16823470741528945,0.519024820191596,0.7285830369526799,0.47408572210367594,0.14909322837888772,0.5324068768277278,0.62505386121131,0.4437743140977075,0.0
0.6037147006110618,0.33333293464787894,0.6678108585751423,0.3398472928589322,0.2025095393973793,0.5726881623816431,0.6925230016071604,0.4651851573482213,0.16708570468866063,0.4092127137097449,0.6455325532764324,0.4984592204166063,0.0
0.5449601389041163,0.3556166607461877,0.6339245257706698,0.3995950200512262,0.23541279660304537,0.5959220609187877,0.6783037352968844,0.40076381149451745,0.16283400995894262,0.38145378641451805,0.6855718785559392,0.5684511902025713,0.0
0.6231465093852017,0.2992050610726313,0.7002057492049977,0.37310616706186217,0.2679949662573643,0.6274147380851528,0.6348013265577748,0.3897975265378694,0.08922160896604742,0.4140055293794965,0.7428098580526248,0.5531441267355051,0.0
0.6068046906989285,0.305072514903859,0.6915965891901585,0.4389001421870999,0.31437884412273887,0.6316612542304714,0.6102195785357027,0.35419761625988383,0.07300458759160944,0.39282030546795627,0.7810236180312387,0.571825015109855,0.0
0.6294200171392643,0.28108201637560637,0.6985698855990614,0.4409992928811381,0.3498545941118358,0.6461635882098742,0.5710803199910336,0.33103547894997065,0.04317474535317656,0.41764971754322483,0.8126966483817014,0.5387691923534201,0.0
0.5780147540873566,0.27749464465763485,0.7180565119007366,0.4542152680771572,0.3794249878170028,0.6798415632313741,0.4968657370621589,0.2891197965048343,0.08886671791759931,0.4192838075714126,0.8295224511116074,0.5538662784923627,0.0
0.5263280132997112,0.25744874001442447,0.7339264422635972,0.49696230341713976,0.40005170268051216,0.6986749158184331,0.44427076349124067,0.23115632182018256,0.12575839217360268,0.4790047116906329,0.8531123426153421,0.5067206932656865,0.0
0.5081778455989457,0.22948813173205307,0.7738196114721267,0.5219307467633177,0.41964183568534175,0.704425361863076,0.4100520575855768,0.2158037577552586,0.1335859891013459,0.5540878648534148,0.8789534129101586,0.3978701488852757,0.0
